name	g1	g2	mean1	mean2	pvalue	fold_change	enriched	qval	Project
404	Quimbyviridae	Control	Disease	0.0231749404208987	0.023924203706587	0.782304501943609	1.03233075348115	Disease	0.945284606515194	HanL_2021.IBS
405	Podoviridae	Control	Disease	0.00196750666958588	0.00635661715302261	0.012758685569489	3.23079827442747	Disease	0.0925004703787952	HanL_2021.IBS
406	Microviridae	Control	Disease	0.00651040604031209	0.00756917862092135	0.142558175549377	1.16262773382388	Disease	0.318014391610149	HanL_2021.IBS
407	Podoviridae_crAss-like	Control	Disease	0.0381111054699627	0.0335694592308687	0.0453857966184493	1.13529101579682	Control	0.188026871705004	HanL_2021.IBS
408	Inoviridae	Control	Disease	0.00142142433591989	0.00138361543365478	0.995714442788288	1.02732616400876	Control	0.995714442788288	HanL_2021.IBS
409	Salasmaviridae	Control	Disease	0.00286711556419249	0.00192785241265269	0.97381504313754	1.4872069798369	Control	0.995714442788288	HanL_2021.IBS
410	Gratiaviridae	Control	Disease	0.00740346683086521	0.00253937488926342	0.964298772789127	2.91546823675676	Control	0.995714442788288	HanL_2021.IBS
411	Flandersviridae	Control	Disease	0.0209611490062582	0.0319289045300956	0.385861796383187	1.52324209520017	Disease	0.65823482912426	HanL_2021.IBS
412	Autographiviridae	Control	Disease	0.000706393869745346	0.00179387875261135	0.0904338074058498	2.53948799592222	Disease	0.291397823863294	HanL_2021.IBS
413	Caulimoviridae	Control	Disease	1.29337630420369e-05	1.38246965709845e-05	0.0122505963072844	1.06888432438818	Disease	0.0925004703787952	HanL_2021.IBS
414	Mitoviridae	Control	Disease	5.27655672474206e-05	3.54264144806844e-05	4.14677265198957e-05	1.4894413679993	Control	0.00120256406907698	HanL_2021.IBS
415	Metaviridae	Control	Disease	0.000413580967449321	0.000206251628382948	0.0287961276211485	2.00522522266551	Control	0.157451109995698	HanL_2021.IBS
416	Circoviridae	Control	Disease	5.78468965858074e-05	4.85769690415707e-05	0.0325760917232478	1.19082968178405	Control	0.157451109995698	HanL_2021.IBS
417	Herelleviridae	Control	Disease	2.61038286441522e-06	9.05226768250618e-07	0.262227866403083	2.88367838421292	Control	0.543186294692101	HanL_2021.IBS
418	Drexlerviridae	Control	Disease	2.55098148873992e-05	0.000259502352048114	0.105004225110412	10.1726473984058	Disease	0.303243328469733	HanL_2021.IBS
419	Guelinviridae	Control	Disease	9.98823571428571e-08	2.11150803610108e-07	0.769192111720207	2.1139950002192	Disease	0.945284606515194	HanL_2021.IBS
420	Chaseviridae	Control	Disease	1e-09	2.90602093862816e-09	0.586355557407732	2.90602093862816	Disease	0.857818134375696	HanL_2021.IBS
421	Schitoviridae	Control	Disease	3.41474421940476e-05	4.78833119480144e-05	0.000298398468934781	1.40225179021933	Disease	0.00432677779955433	HanL_2021.IBS
422	Retroviridae	Control	Disease	6.9936770925e-05	0.00016517549156065	0.125479997987476	2.36178321326536	Disease	0.303243328469733	HanL_2021.IBS
423	Rountreeviridae	Control	Disease	2.0616380952381e-08	2.07724606137184e-06	0.0546416422088768	100.757066246001	Disease	0.198075953007178	HanL_2021.IBS
424	Bornaviridae	Control	Disease	3.54475976190476e-07	7.01197050541516e-07	0.124450707926848	1.97812291280561	Disease	0.303243328469733	HanL_2021.IBS
425	Ackermannviridae	Control	Disease	5.47596071428571e-08	1.33966501927798e-05	0.383960408963211	244.644746223809	Disease	0.65823482912426	HanL_2021.IBS
426	Zobellviridae	Control	Disease	6.94274892857143e-07	1.25342461732852e-07	0.873511621165983	5.53902391303661	Control	0.995714442788288	HanL_2021.IBS
427	Demerecviridae	Control	Disease	1.69753928571429e-08	2.69532270758123e-08	0.939653455859507	1.58778222705291	Disease	0.995714442788288	HanL_2021.IBS
428	Polyomaviridae	Control	Disease	1e-09	3.90800505415162e-08	0.438210381050561	39.0800505415162	Disease	0.706005613914792	HanL_2021.IBS
429	Adenoviridae	Control	Disease	8.12396785714286e-07	3.43861046931408e-09	0.370300006424469	236.257288507686	Control	0.65823482912426	HanL_2021.IBS
430	Smacoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HanL_2021.IBS
431	Parvoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HanL_2021.IBS
432	Papillomaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HanL_2021.IBS
433	Alphaflexiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HanL_2021.IBS
434	Betaflexiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HanL_2021.IBS
435	Redondoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HanL_2021.IBS
436	Tectiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HanL_2021.IBS
437	Potyviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HanL_2021.IBS
438	Anelloviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HanL_2021.IBS
439	Iflaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HanL_2021.IBS
440	Secoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HanL_2021.IBS
441	Siphoviridae	Control	Disease	0.106667546820722	0.120840521708907	0.505675884191213	1.13287054320286	Disease	0.583442595361681	HeQ_2017.CD
442	unknown	Control	Disease	0.776443027746745	0.718847741785198	0.24736766273331	1.08012167614037	Control	0.364541818764877	HeQ_2017.CD
443	Myoviridae	Control	Disease	0.0659275636715164	0.0902431751960577	0.708609185546792	1.36882314726043	Disease	0.763117584435007	HeQ_2017.CD
444	Quimbyviridae	Control	Disease	0.0136532475300532	0.0226318126534586	0.170585875181267	1.65761388297121	Disease	0.298525281567218	HeQ_2017.CD
445	Podoviridae	Control	Disease	0.00233231710191796	0.0121575418439159	2.71198413655864e-05	5.21264532765215	Disease	0.000151871111647284	HeQ_2017.CD
446	Microviridae	Control	Disease	0.00734553295833343	0.00883315336522451	0.189056552890076	1.20252041823642	Disease	0.311387263583655	HeQ_2017.CD
447	Podoviridae_crAss-like	Control	Disease	0.0153329711198835	0.0179234979042846	0.018638383606435	1.16895139005654	Disease	0.0745535344257401	HeQ_2017.CD
448	Inoviridae	Control	Disease	0.00463968329394415	0.00144019466459928	4.59626143259227e-10	3.22156678398408	Control	6.43476600562918e-09	HeQ_2017.CD
449	Salasmaviridae	Control	Disease	0.000511443138543728	0.000311516890080895	0.113156522928704	1.64178301346972	Control	0.275932050256751	HeQ_2017.CD
450	Gratiaviridae	Control	Disease	0.000365106331148114	0.000938099971231368	0.206387513342793	2.56938839784404	Disease	0.321047242977677	HeQ_2017.CD
451	Flandersviridae	Control	Disease	0.00583047474766227	0.00234558689872488	0.0312899389461994	2.48572105805667	Control	0.0973464767215091	HeQ_2017.CD
452	Autographiviridae	Control	Disease	0.000796621969488811	0.00210745123276714	0.0270833536296765	2.64548470100503	Disease	0.0947917377038679	HeQ_2017.CD
453	Caulimoviridae	Control	Disease	7.3781251244448e-07	1.73377535454791e-06	0.520930888715787	2.34988608258168	Disease	0.583442595361681	HeQ_2017.CD
454	Mitoviridae	Control	Disease	2.01583142085597e-06	4.54171670838445e-06	0.746237101283682	2.253024068082	Disease	0.773875512442337	HeQ_2017.CD
455	Metaviridae	Control	Disease	5.85744683075885e-06	1.1424227326087e-05	0.859882238151049	1.95037661564346	Disease	0.859882238151049	HeQ_2017.CD
456	Circoviridae	Control	Disease	9.13107620681995e-05	1.59710432675187e-05	2.63891717398882e-12	5.71726971987508	Control	7.3889680871687e-11	HeQ_2017.CD
457	Herelleviridae	Control	Disease	1.01174558898948e-05	0.00110436550028266	0.137966025128375	109.154466528061	Disease	0.275932050256751	HeQ_2017.CD
458	Drexlerviridae	Control	Disease	8.47704708094329e-06	2.2855660843074e-05	3.03646508398814e-06	2.69618189268458	Disease	2.1255255587917e-05	HeQ_2017.CD
459	Guelinviridae	Control	Disease	2.818962e-06	2.09455336956522e-06	0.0174975704978872	1.34585350794148	Control	0.0745535344257401	HeQ_2017.CD
460	Chaseviridae	Control	Disease	6.2099475e-08	3.87241567391304e-07	0.116264735544773	6.23582675040819	Disease	0.275932050256751	HeQ_2017.CD
461	Schitoviridae	Control	Disease	2.38976354230769e-06	2.52274723695652e-06	0.166576640747272	1.05564721877061	Disease	0.298525281567218	HeQ_2017.CD
462	Retroviridae	Control	Disease	3.05965096576923e-05	0.000205984261402174	1.64318739225265e-06	6.73227971774183	Disease	1.53364156610248e-05	HeQ_2017.CD
463	Rountreeviridae	Control	Disease	1e-09	1.17341760869565e-06	0.297053649525819	1173.41760869565	Disease	0.378068281214679	HeQ_2017.CD
464	Bornaviridae	Control	Disease	1e-09	1.48403260869565e-07	0.134440789260475	148.403260869565	Disease	0.275932050256751	HeQ_2017.CD
465	Ackermannviridae	Control	Disease	1e-09	4.6003847826087e-09	0.297053649525819	4.6003847826087	Disease	0.378068281214679	HeQ_2017.CD
466	Zobellviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HeQ_2017.CD
467	Demerecviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HeQ_2017.CD
468	Polyomaviridae	Control	Disease	1e-09	6.43796152173913e-06	0.134440789260475	6437.96152173913	Disease	0.275932050256751	HeQ_2017.CD
469	Adenoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HeQ_2017.CD
470	Smacoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HeQ_2017.CD
471	Parvoviridae	Control	Disease	8.67933269230769e-08	1e-09	0.35752394122342	86.7933269230769	Control	0.435246537141555	HeQ_2017.CD
472	Papillomaviridae	Control	Disease	1e-09	7.39285652173913e-08	0.297053649525819	73.9285652173913	Disease	0.378068281214679	HeQ_2017.CD
473	Alphaflexiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HeQ_2017.CD
474	Betaflexiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HeQ_2017.CD
475	Redondoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HeQ_2017.CD
476	Tectiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HeQ_2017.CD
477	Potyviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HeQ_2017.CD
478	Anelloviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HeQ_2017.CD
479	Iflaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HeQ_2017.CD
480	Secoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HeQ_2017.CD
481	Siphoviridae	Control	Disease	0.0479554118929802	0.052171478948439	0.289408354435778	1.08791639752501	Disease	0.418113552790269	HuangR_2020.AS
482	unknown	Control	Disease	0.870968224367369	0.857548243449649	0.0949616929369978	1.01564924308367	Control	0.332915698604834	HuangR_2020.AS
483	Myoviridae	Control	Disease	0.0334667574861503	0.0378733445926774	0.262519072494279	1.13167057215957	Disease	0.416942056314443	HuangR_2020.AS
484	Quimbyviridae	Control	Disease	0.0239668269713576	0.026241040047431	0.189423587232426	1.09489003608159	Disease	0.385167320932643	HuangR_2020.AS
485	Podoviridae	Control	Disease	0.00196746326478469	0.00382103213690674	0.309713742807606	1.94211104486614	Disease	0.418113552790269	HuangR_2020.AS
486	Microviridae	Control	Disease	0.00543320143961691	0.00625454025549896	0.309713742807606	1.15117032287689	Disease	0.418113552790269	HuangR_2020.AS
487	Podoviridae_crAss-like	Control	Disease	0.004895205781079	0.00578348504811656	0.21404103416492	1.1814590247607	Disease	0.385167320932643	HuangR_2020.AS
488	Inoviridae	Control	Disease	0.00127245570955985	0.00123022899448465	0.909750204484592	1.03432427236271	Control	0.909750204484592	HuangR_2020.AS
489	Salasmaviridae	Control	Disease	0.000688330001661316	0.00103218319781256	0.556151843889503	1.49954701280104	Disease	0.652873903696373	HuangR_2020.AS
490	Gratiaviridae	Control	Disease	0.000125950175743675	0.00123158342529045	0.00179880650983969	9.77833828351997	Disease	0.0242838878828358	HuangR_2020.AS
491	Flandersviridae	Control	Disease	0.00273858030656442	0.00382113664982892	0.341895559350933	1.39529837436923	Disease	0.437174501843268	HuangR_2020.AS
492	Autographiviridae	Control	Disease	0.00461584561658754	0.00075065676108363	0.628433572764461	6.14907619019406	Control	0.668752632249004	HuangR_2020.AS
493	Caulimoviridae	Control	Disease	1.96482757561075e-05	4.7217490672236e-06	0.0582914254597675	4.16122828137938	Control	0.262311414568954	HuangR_2020.AS
494	Mitoviridae	Control	Disease	7.68984142760629e-06	5.15107704155091e-06	0.147504783865138	1.49286088435031	Control	0.385167320932643	HuangR_2020.AS
495	Metaviridae	Control	Disease	2.21248241081081e-05	6.44394024778761e-06	0.048620466527259	3.4334309843584	Control	0.262311414568954	HuangR_2020.AS
496	Circoviridae	Control	Disease	3.51439650604067e-05	3.91451540615229e-05	0.356216260761181	1.11385138228537	Disease	0.437174501843268	HuangR_2020.AS
497	Herelleviridae	Control	Disease	1.52883329109211e-06	2.64023467637065e-07	0.204350225770506	5.79052045931649	Control	0.385167320932643	HuangR_2020.AS
498	Drexlerviridae	Control	Disease	0.00164832074369933	7.61800949746457e-05	0.0141847239693281	21.6371578986339	Control	0.127662515723953	HuangR_2020.AS
499	Guelinviridae	Control	Disease	1.20106018918919e-05	0.000156041234575221	0.193048436162334	12.9919579368093	Disease	0.385167320932643	HuangR_2020.AS
500	Chaseviridae	Control	Disease	1e-09	8.27927309734513e-08	0.032014452352503	82.7927309734513	Disease	0.216097553379395	HuangR_2020.AS
501	Schitoviridae	Control	Disease	1.81417636945946e-05	1.09578972283186e-05	0.223592960003567	1.65558804911135	Control	0.385167320932643	HuangR_2020.AS
502	Retroviridae	Control	Disease	3.82133787297297e-05	0.00191313187386106	1.85669513344993e-11	50.0644522273729	Disease	5.0130768603148e-10	HuangR_2020.AS
503	Rountreeviridae	Control	Disease	9.63854892432432e-05	8.23058108849557e-06	0.643984016239782	11.7106542304732	Control	0.668752632249004	HuangR_2020.AS
504	Bornaviridae	Control	Disease	1e-09	2.67396513274336e-07	0.197120477215908	267.396513274336	Disease	0.385167320932643	HuangR_2020.AS
505	Ackermannviridae	Control	Disease	1.29734727027027e-07	1.72259995026549e-05	0.642229969771606	132.778631422767	Disease	0.668752632249004	HuangR_2020.AS
506	Zobellviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuangR_2020.AS
507	Demerecviridae	Control	Disease	6.41559885945946e-06	7.88776652212389e-07	0.228247301293418	8.13360644165209	Control	0.385167320932643	HuangR_2020.AS
508	Polyomaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuangR_2020.AS
509	Adenoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuangR_2020.AS
510	Smacoviridae	Control	Disease	1e-09	2.42440115044248e-06	0.0986416884755065	2424.40115044248	Disease	0.332915698604834	HuangR_2020.AS
511	Parvoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuangR_2020.AS
512	Papillomaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuangR_2020.AS
513	Alphaflexiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuangR_2020.AS
514	Betaflexiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuangR_2020.AS
515	Redondoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuangR_2020.AS
516	Tectiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuangR_2020.AS
517	Potyviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuangR_2020.AS
518	Anelloviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuangR_2020.AS
519	Iflaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuangR_2020.AS
520	Secoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuangR_2020.AS
521	Siphoviridae	Control	Disease	0.0854010454557023	0.0730083907520028	0.0245283127422451	1.16974288264749	Control	0.094025198845273	HuY_2019.PT
522	unknown	Control	Disease	0.809369023598241	0.82668550586882	0.150270200339198	1.02139503955018	Disease	0.314201327981959	HuY_2019.PT
523	Myoviridae	Control	Disease	0.0614367596572074	0.0490409655555048	0.0392278958210045	1.25276407104328	Control	0.128891657697586	HuY_2019.PT
524	Quimbyviridae	Control	Disease	0.0183491221926736	0.0238346148188814	0.0176254713383514	1.29895122876221	Disease	0.0810771681564165	HuY_2019.PT
525	Podoviridae	Control	Disease	0.0024998634923057	0.00218082115311534	0.516223539937928	1.14629459125275	Control	0.780408729003445	HuY_2019.PT
526	Microviridae	Control	Disease	0.00451243129214814	0.00882963255215431	0.00246369858483065	1.95673506819224	Disease	0.0141662668627762	HuY_2019.PT
527	Podoviridae_crAss-like	Control	Disease	0.00358753641413328	0.00421296602506713	0.0765679027986002	1.17433401051204	Disease	0.220132720545976	HuY_2019.PT
528	Inoviridae	Control	Disease	0.00286912607429127	0.00157739486500721	0.000159611852669629	1.81890161933432	Control	0.00183553630570073	HuY_2019.PT
529	Salasmaviridae	Control	Disease	0.000906523772699089	0.000492040755227853	0.287002037916798	1.84237537859907	Control	0.550087239340529	HuY_2019.PT
530	Gratiaviridae	Control	Disease	0.000100757335899706	0.00198053785411929	0.888484291626747	19.6565127137812	Disease	0.888484291626747	HuY_2019.PT
531	Flandersviridae	Control	Disease	0.00330245063271336	0.00311262665324657	0.420831038107782	1.06098514232949	Control	0.744547221267614	HuY_2019.PT
532	Autographiviridae	Control	Disease	0.0017448488095793	0.000648423540861994	0.872096501121209	2.6909091043483	Control	0.888484291626747	HuY_2019.PT
533	Caulimoviridae	Control	Disease	2.61514141063182e-06	9.34976508169089e-07	0.542893028871962	2.79701295998645	Control	0.780408729003445	HuY_2019.PT
534	Mitoviridae	Control	Disease	2.32213356050797e-06	1.66344014445992e-06	0.688592728503123	1.39598263769323	Control	0.791881637778592	HuY_2019.PT
535	Metaviridae	Control	Disease	6.91669690322581e-06	9.69025615217391e-06	0.663304229003427	1.40099476495126	Disease	0.791881637778592	HuY_2019.PT
536	Circoviridae	Control	Disease	0.000153964983550517	4.24864132107528e-05	0.000575128023738541	3.6238640053416	Control	0.00440931484866215	HuY_2019.PT
537	Herelleviridae	Control	Disease	2.28864502787346e-06	2.44621695411692e-06	0.453844359832502	1.06884943900185	Disease	0.745601448296253	HuY_2019.PT
538	Drexlerviridae	Control	Disease	9.81298837326395e-06	5.12035368555578e-06	2.75054973167125e-05	1.9164669036332	Control	0.000632626438284387	HuY_2019.PT
539	Guelinviridae	Control	Disease	5.75004829032258e-06	1e-09	0.0863154920635738	5750.04829032258	Control	0.220584035273577	HuY_2019.PT
540	Chaseviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuY_2019.PT
541	Schitoviridae	Control	Disease	1.69240471419355e-05	9.54802647173913e-06	0.599998674719729	1.77251782784939	Control	0.791881637778592	HuY_2019.PT
542	Retroviridae	Control	Disease	0.00568408714443225	0.0042956007653413	0.101854711227842	1.3232345031442	Control	0.234265835824038	HuY_2019.PT
543	Rountreeviridae	Control	Disease	4.63766774193548e-08	2.92264130434783e-08	0.777392215939411	1.58680702111351	Control	0.851429569838402	HuY_2019.PT
544	Bornaviridae	Control	Disease	3.57882079354839e-05	2.85652958913043e-05	0.679164329963516	1.25285619556205	Control	0.791881637778592	HuY_2019.PT
545	Ackermannviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuY_2019.PT
546	Zobellviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuY_2019.PT
547	Demerecviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuY_2019.PT
548	Polyomaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuY_2019.PT
549	Adenoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuY_2019.PT
550	Smacoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuY_2019.PT
551	Parvoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuY_2019.PT
552	Papillomaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuY_2019.PT
553	Alphaflexiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuY_2019.PT
554	Betaflexiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuY_2019.PT
555	Redondoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuY_2019.PT
556	Tectiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuY_2019.PT
557	Potyviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuY_2019.PT
558	Anelloviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuY_2019.PT
559	Iflaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuY_2019.PT
560	Secoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	HuY_2019.PT
561	Siphoviridae	Control	Disease	0.0934678684296494	0.13275842916509	2.67749059079263e-13	1.42036436045413	Disease	8.0324717723779e-12	JieZ_2017.ACVD
562	unknown	Control	Disease	0.798193878268219	0.746885074725426	1.51433494717173e-11	1.06869705297251	Control	2.27150242075759e-10	JieZ_2017.ACVD
563	Myoviridae	Control	Disease	0.0569046764511485	0.0738364694968232	1.15293541666646e-06	1.29754660076506	Disease	8.64701562499845e-06	JieZ_2017.ACVD
564	Quimbyviridae	Control	Disease	0.0183413344889948	0.0126698832104215	1.43622954189594e-09	1.44763248282417	Control	1.43622954189594e-08	JieZ_2017.ACVD
565	Podoviridae	Control	Disease	0.00250665249737386	0.00468710675700112	0.000208080183091632	1.86986698870771	Disease	0.00124848109854979	JieZ_2017.ACVD
566	Microviridae	Control	Disease	0.00812938118140568	0.00849028553742772	0.810112048756876	1.04439505885731	Disease	0.838046946989872	JieZ_2017.ACVD
567	Podoviridae_crAss-like	Control	Disease	0.0104972545769612	0.00850157747897662	0.45139975394	1.23474197617086	Control	0.555581231854715	JieZ_2017.ACVD
568	Inoviridae	Control	Disease	0.00354071082832182	0.00308871659744946	0.462984359878929	1.14633722991795	Control	0.555581231854715	JieZ_2017.ACVD
569	Salasmaviridae	Control	Disease	0.00101777926609025	0.000437825058120435	0.0157175773080962	2.32462543477876	Control	0.0428661199311715	JieZ_2017.ACVD
570	Gratiaviridae	Control	Disease	0.000533890840993587	0.000310488100863611	0.085111823634474	1.71952110083636	Control	0.18238247921673	JieZ_2017.ACVD
571	Flandersviridae	Control	Disease	0.00551770396930287	0.00425988728980169	0.261084191884377	1.29526994352936	Control	0.414246730228714	JieZ_2017.ACVD
572	Autographiviridae	Control	Disease	0.000953341525955568	0.00168639357044992	0.497435246635284	1.76892910309302	Disease	0.557432640484214	JieZ_2017.ACVD
573	Caulimoviridae	Control	Disease	1.55963280184897e-06	6.51594709430743e-06	0.0957849349525554	4.17787256499266	Disease	0.191569869905111	JieZ_2017.ACVD
574	Mitoviridae	Control	Disease	3.35572426775882e-06	1.46348796078007e-05	0.0601179444140907	4.36116868969538	Disease	0.138733717878671	JieZ_2017.ACVD
575	Metaviridae	Control	Disease	2.17373895136166e-05	6.96067289602727e-05	0.00183976937914287	3.20216596922413	Disease	0.00689913517178578	JieZ_2017.ACVD
576	Circoviridae	Control	Disease	8.81121416190082e-05	8.6323248979187e-05	0.501689376435793	1.02072318478481	Control	0.557432640484214	JieZ_2017.ACVD
577	Herelleviridae	Control	Disease	8.35663783353516e-06	8.80120809604719e-06	0.147411414715188	1.05319965653268	Disease	0.276396402590977	JieZ_2017.ACVD
578	Drexlerviridae	Control	Disease	0.000174094067997067	0.00050747864868176	0.571578036540722	2.91496806594416	Disease	0.612405039150774	JieZ_2017.ACVD
579	Guelinviridae	Control	Disease	1.679406963125e-05	1.49720324985222e-05	0.000780598239578999	1.12169604446876	Control	0.00334542102676714	JieZ_2017.ACVD
580	Chaseviridae	Control	Disease	2.7544089375e-08	3.43339793103448e-08	0.971158152073756	1.24650987160634	Disease	0.971158152073756	JieZ_2017.ACVD
581	Schitoviridae	Control	Disease	2.021770726125e-05	3.04499214320197e-05	0.045633968284082	1.5061016087804	Disease	0.114084920710205	JieZ_2017.ACVD
582	Retroviridae	Control	Disease	1.2264610140625e-05	2.23239380847291e-05	0.00259144330694257	1.82019141487293	Disease	0.00863814435647524	JieZ_2017.ACVD
583	Rountreeviridae	Control	Disease	1e-09	0.00162418860860099	0.000722899272983171	1624188.60860099	Disease	0.00334542102676714	JieZ_2017.ACVD
584	Bornaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	JieZ_2017.ACVD
585	Ackermannviridae	Control	Disease	4.4862888756875e-05	2.39880700935961e-06	0.00449391545272322	18.7021667778317	Control	0.0134817463581696	JieZ_2017.ACVD
586	Zobellviridae	Control	Disease	1e-09	4.5853078817734e-09	0.377644432606688	4.5853078817734	Disease	0.514969680827302	JieZ_2017.ACVD
587	Demerecviridae	Control	Disease	4.116509375e-09	5.74218960591133e-08	0.176335543903174	13.9491716957679	Disease	0.311180371593836	JieZ_2017.ACVD
588	Polyomaviridae	Control	Disease	1e-09	3.36535517241379e-08	0.377644432606688	33.6535517241379	Disease	0.514969680827302	JieZ_2017.ACVD
589	Adenoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	JieZ_2017.ACVD
590	Smacoviridae	Control	Disease	4.119312625e-06	9.40548768472906e-09	0.427507863299816	437.969062645013	Control	0.555581231854715	JieZ_2017.ACVD
591	Parvoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	JieZ_2017.ACVD
592	Papillomaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	JieZ_2017.ACVD
593	Alphaflexiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	JieZ_2017.ACVD
594	Betaflexiviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	JieZ_2017.ACVD
595	Redondoviridae	Control	Disease	3.142813125e-08	1e-09	0.262356262478186	31.42813125	Control	0.414246730228714	JieZ_2017.ACVD
596	Tectiviridae	Control	Disease	1e-09	4.19626502463054e-08	0.377644432606688	41.9626502463054	Disease	0.514969680827302	JieZ_2017.ACVD
597	Potyviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	JieZ_2017.ACVD
598	Anelloviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	JieZ_2017.ACVD
599	Iflaviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	JieZ_2017.ACVD
600	Secoviridae	Control	Disease	1e-09	1e-09	NA	1	Disease	NA	JieZ_2017.ACVD
601	Siphoviridae	Control	Disease	0.110159556842359	0.106736726300099	0.750367337089752	1.03206797379785	Control	0.974422499338108	LiR_2021.CA
602	unknown	Control	Disease	0.762935466338024	0.769220771054453	0.822418879029079	1.00823831764775	Disease	0.974422499338108	LiR_2021.CA
603	Myoviridae	Control	Disease	0.0806469138632571	0.080460363637535	0.86875247425202	1.0023185357024	Control	0.974422499338108	LiR_2021.CA
604	Quimbyviridae	Control	Disease	0.0128459770525523	0.0136486175839414	0.974422499338108	1.0624818593483	Disease	0.974422499338108	LiR_2021.CA
605	Podoviridae	Control	Disease	0.00402892979586318	0.00350790056424731	0.320258797112032	1.1485302168842	Control	0.974422499338108	LiR_2021.CA
606	Microviridae	Control	Disease	0.00915229520115874	0.00986329538286417	0.565526594152454	1.07768545114404	Disease	0.974422499338108	LiR_2021.CA
607	Podoviridae_crAss-like	Control	Disease	0.0127822573233669	0.00894512593651096	0.919455961516687	1.42896337224209	Control	0.974422499338108	LiR_2021.CA
608	Inoviridae	Control	Disease	0.00439358929910403	0.00416421422347987	0.662446212306698	1.05508243892229	Control	0.974422499338108	LiR_2021.CA
